;Precio compra;Mercado compra;Precio venta;Mercado venta
2024-01-01 00:00:00;95,31968305135528;MD compra;79,51;Terciaria subir
2024-01-01 00:15:00;95,31968305135528;MD compra;78,25;Terciaria subir
2024-01-01 00:30:00;95,31968305135528;MD compra;82,0;Terciaria subir
2024-01-01 00:45:00;95,31968305135528;MD compra;77,374;RR subir
2024-01-01 01:00:00;85,70234948487273;MD compra;69,162;RR subir
2024-01-01 01:15:00;85,70234948487273;MD compra;75,56;Terciaria subir
2024-01-01 01:30:00;85,70234948487273;MD compra;69,162;RR subir
2024-01-01 01:45:00;85,70234948487273;MD compra;69,162;RR subir
2024-01-01 02:00:00;81,7268604148997;MD compra;63,747;RR subir
2024-01-01 02:15:00;81,7268604148997;MD compra;63,747;RR subir
2024-01-01 02:30:00;81,7268604148997;MD compra;63,747;RR subir
2024-01-01 02:45:00;81,7268604148997;MD compra;63,747;RR subir
2024-01-01 03:00:00;79,73410903540537;MD compra;64,2;Terciaria subir
2024-01-01 03:15:00;79,73410903540537;MD compra;63,817;RR subir
2024-01-01 03:30:00;79,73410903540537;MD compra;63,817;RR subir
2024-01-01 03:45:00;79,73410903540537;MD compra;63,817;RR subir
2024-01-01 04:00:00;80,87327219034309;MD compra;75,56;Terciaria subir
2024-01-01 04:15:00;80,87327219034309;MD compra;64,8;Terciaria subir
2024-01-01 04:30:00;80,87327219034309;MD compra;64,8;Terciaria subir
2024-01-01 04:45:00;80,87327219034309;MD compra;64,8;Terciaria subir
2024-01-01 05:00:00;0,0;Terciaria bajar;67,779;RR subir
2024-01-01 05:15:00;82,22982098711769;MD compra;67,779;RR subir
2024-01-01 05:30:00;82,22982098711769;MD compra;67,779;RR subir
2024-01-01 05:45:00;42,5;Terciaria bajar;67,779;RR subir
2024-01-01 06:00:00;5,0;Terciaria bajar;64,3;RR subir
2024-01-01 06:15:00;5,0;Terciaria bajar;64,3;RR subir
2024-01-01 06:30:00;81,72114463826777;MD compra;64,3;RR subir
2024-01-01 06:45:00;81,72114463826777;MD compra;64,3;RR subir
2024-01-01 07:00:00;79,26499840132021;MD compra;70,0;Terciaria subir
2024-01-01 07:15:00;79,26499840132021;MD compra;63,31;Terciaria subir
2024-01-01 07:30:00;79,26499840132021;MD compra;63,31;Terciaria subir
2024-01-01 07:45:00;79,26499840132021;MD compra;59,13;RR subir
2024-01-01 08:00:00;0,0;RR bajar;43,37;MD venta
2024-01-01 08:15:00;0,0;RR bajar;43,37;MD venta
2024-01-01 08:30:00;0,0;RR bajar;43,37;MD venta
2024-01-01 08:45:00;0,0;RR bajar;43,37;MD venta
2024-01-01 09:00:00;76,77414485762135;MD compra;85,84;RR subir
2024-01-01 09:15:00;0,0;Terciaria bajar;85,84;RR subir
2024-01-01 09:30:00;0,2;Terciaria bajar;85,84;RR subir
2024-01-01 09:45:00;0,0;Terciaria bajar;85,84;RR subir
2024-01-01 10:00:00;0,0;RR bajar;25,0;MD venta
2024-01-01 10:15:00;0,0;RR bajar;25,0;MD venta
2024-01-01 10:30:00;0,0;RR bajar;25,0;MD venta
2024-01-01 10:45:00;0,0;Terciaria bajar;25,0;MD venta
2024-01-01 11:00:00;28,699171910736112;MD compra;45,0;Terciaria subir
2024-01-01 11:15:00;28,699171910736112;MD compra;33,2;Terciaria subir
2024-01-01 11:30:00;0,0;Terciaria bajar;3,9;MD venta
2024-01-01 11:45:00;0,0;Terciaria bajar;3,9;MD venta
2024-01-01 12:00:00;0,0;Terciaria bajar;3,2;MD venta
2024-01-01 12:15:00;0,0;Terciaria bajar;3,2;MD venta
2024-01-01 12:30:00;0,0;Terciaria bajar;3,2;MD venta
2024-01-01 12:45:00;0,0;Terciaria bajar;3,2;MD venta
2024-01-01 13:00:00;0,0;Terciaria bajar;2,06;MD venta
2024-01-01 13:15:00;0,0;Terciaria bajar;2,06;MD venta
2024-01-01 13:30:00;0,0;Terciaria bajar;2,06;MD venta
2024-01-01 13:45:00;0,0;Terciaria bajar;2,06;MD venta
2024-01-01 14:00:00;25,216710794025893;MD compra;1,73;MD venta
2024-01-01 14:15:00;0,0;Terciaria bajar;1,73;MD venta
2024-01-01 14:30:00;0,0;Terciaria bajar;1,73;MD venta
2024-01-01 14:45:00;0,0;Terciaria bajar;1,73;MD venta
2024-01-01 15:00:00;0,0;Terciaria bajar;63,31;RR subir
2024-01-01 15:15:00;0,0;Terciaria bajar;63,31;RR subir
2024-01-01 15:30:00;0,0;RR bajar;63,31;RR subir
2024-01-01 15:45:00;0,0;RR bajar;63,31;RR subir
2024-01-01 16:00:00;2,218;RR bajar;70,652;RR subir
2024-01-01 16:15:00;2,218;RR bajar;72,8;Terciaria subir
2024-01-01 16:30:00;2,218;RR bajar;85,0;Terciaria subir
2024-01-01 16:45:00;2,218;RR bajar;105,0;Terciaria subir
2024-01-01 17:00:00;67,80875670678783;MD compra;75,186;RR subir
2024-01-01 17:15:00;67,80875670678783;MD compra;76,4;Terciaria subir
2024-01-01 17:30:00;67,80875670678783;MD compra;76,4;Terciaria subir
2024-01-01 17:45:00;67,80875670678783;MD compra;76,4;Terciaria subir
2024-01-01 18:00:00;73,4254379517793;MD compra;72,8;Terciaria subir
2024-01-01 18:15:00;73,4254379517793;MD compra;79,58;Terciaria subir
2024-01-01 18:30:00;73,4254379517793;MD compra;86,41;Terciaria subir
2024-01-01 18:45:00;73,4254379517793;MD compra;86,94;Terciaria subir
2024-01-01 19:00:00;77,55596479299156;MD compra;72,12;RR subir
2024-01-01 19:15:00;77,55596479299156;MD compra;73,0;Terciaria subir
2024-01-01 19:30:00;77,55596479299156;MD compra;79,59;Terciaria subir
2024-01-01 19:45:00;77,55596479299156;MD compra;83,32;Terciaria subir
2024-01-01 20:00:00;83,2503989925479;MD compra;86,52;Terciaria subir
2024-01-01 20:15:00;83,2503989925479;MD compra;84,52;Terciaria subir
2024-01-01 20:30:00;83,2503989925479;MD compra;90,2;Terciaria subir
2024-01-01 20:45:00;83,2503989925479;MD compra;78,7;Terciaria subir
2024-01-01 21:00:00;82,45227101834124;MD compra;79,51;Terciaria subir
2024-01-01 21:15:00;82,45227101834124;MD compra;75,74;Terciaria subir
2024-01-01 21:30:00;82,45227101834124;MD compra;72,12;Terciaria subir
2024-01-01 21:45:00;82,45227101834124;MD compra;71,916;RR subir
2024-01-01 22:00:00;68,04434871521069;MD compra;69,535;RR subir
2024-01-01 22:15:00;68,04434871521069;MD compra;69,535;RR subir
2024-01-01 22:30:00;14,64;Terciaria bajar;69,535;RR subir
2024-01-01 22:45:00;11,1;Terciaria bajar;69,535;RR subir
2024-01-01 23:00:00;0,0;RR bajar;60,79;RR subir
2024-01-01 23:15:00;0,0;RR bajar;60,79;RR subir
2024-01-01 23:30:00;0,0;RR bajar;60,79;RR subir
2024-01-01 23:45:00;0,0;Terciaria bajar;60,79;RR subir
2024-01-02 00:00:00;0,0;RR bajar;59,9;RR subir
2024-01-02 00:15:00;0,0;RR bajar;59,9;RR subir
2024-01-02 00:30:00;0,0;Terciaria bajar;59,9;RR subir
2024-01-02 00:45:00;0,0;Terciaria bajar;59,9;RR subir
2024-01-02 01:00:00;0,0;RR bajar;43,99;Terciaria subir
2024-01-02 01:15:00;0,0;RR bajar;25,0;MD venta
2024-01-02 01:30:00;0,0;RR bajar;33,99;Terciaria subir
2024-01-02 01:45:00;0,0;RR bajar;43,99;Terciaria subir
2024-01-02 02:00:00;36,19124044053101;MD compra;59,9;Terciaria subir
2024-01-02 02:15:00;36,19124044053101;MD compra;59,9;Terciaria subir
2024-01-02 02:30:00;36,19124044053101;MD compra;3,99;MD venta
2024-01-02 02:45:00;0,0;Terciaria bajar;3,99;MD venta
2024-01-02 03:00:00;0,0;Terciaria bajar;14,0;MD venta
2024-01-02 03:15:00;0,0;Terciaria bajar;14,0;MD venta
2024-01-02 03:30:00;0,0;Terciaria bajar;14,0;MD venta
2024-01-02 03:45:00;0,0;RR bajar;14,0;MD venta
2024-01-02 04:00:00;0,0;RR bajar;14,54;Terciaria subir
2024-01-02 04:15:00;0,0;RR bajar;14,54;Terciaria subir
2024-01-02 04:30:00;0,0;RR bajar;54,54;Terciaria subir
2024-01-02 04:45:00;0,0;RR bajar;59,9;Terciaria subir
2024-01-02 05:00:00;0,0;RR bajar;59,9;Terciaria subir
2024-01-02 05:15:00;0,0;RR bajar;14,54;MD venta
2024-01-02 05:30:00;0,0;RR bajar;59,9;Terciaria subir
2024-01-02 05:45:00;0,0;RR bajar;59,9;Terciaria subir
2024-01-02 06:00:00;0,0;Terciaria bajar;36,29;MD venta
2024-01-02 06:15:00;12,829;RR bajar;36,29;MD venta
2024-01-02 06:30:00;12,829;RR bajar;71,8;Terciaria subir
2024-01-02 06:45:00;12,829;RR bajar;79,4;Terciaria subir
2024-01-02 07:00:00;69,03730663321046;MD compra;60,7;RR subir
2024-01-02 07:15:00;69,03730663321046;MD compra;60,7;Terciaria subir
2024-01-02 07:30:00;69,03730663321046;MD compra;60,7;Terciaria subir
2024-01-02 07:45:00;69,03730663321046;MD compra;61,0;Terciaria subir
2024-01-02 08:00:00;99,5342242820835;MD compra;61,8;Terciaria subir
2024-01-02 08:15:00;99,5342242820835;MD compra;61,8;Terciaria subir
2024-01-02 08:30:00;99,5342242820835;MD compra;61,5;Terciaria subir
2024-01-02 08:45:00;99,5342242820835;MD compra;60,7;RR subir
2024-01-02 09:00:00;117,92895618609941;MD compra;61,0;Terciaria subir
2024-01-02 09:15:00;42,0;Terciaria bajar;60,767;RR subir
2024-01-02 09:30:00;41,49;Terciaria bajar;60,767;RR subir
2024-01-02 09:45:00;0,0;Terciaria bajar;60,767;RR subir
2024-01-02 10:00:00;3,44;RR bajar;60,7;Terciaria subir
2024-01-02 10:15:00;3,44;RR bajar;50,0;MD venta
2024-01-02 10:30:00;3,44;RR bajar;60,3;Terciaria subir
2024-01-02 10:45:00;3,44;RR bajar;60,3;Terciaria subir
2024-01-02 11:00:00;114,23177468762213;MD compra;60,3;Terciaria subir
2024-01-02 11:15:00;114,23177468762213;MD compra;60,3;Terciaria subir
2024-01-02 11:30:00;114,23177468762213;MD compra;61,0;Terciaria subir
2024-01-02 11:45:00;114,23177468762213;MD compra;61,5;Terciaria subir
2024-01-02 12:00:00;107,94170675225129;MD compra;61,8;Terciaria subir
2024-01-02 12:15:00;107,94170675225129;MD compra;61,8;Terciaria subir
2024-01-02 12:30:00;107,94170675225129;MD compra;61,5;Terciaria subir
2024-01-02 12:45:00;107,94170675225129;MD compra;61,8;Terciaria subir
2024-01-02 13:00:00;105,52014874635728;MD compra;75,55;Terciaria subir
2024-01-02 13:15:00;105,52014874635728;MD compra;79,63;Terciaria subir
2024-01-02 13:30:00;105,52014874635728;MD compra;81,02;Terciaria subir
2024-01-02 13:45:00;105,52014874635728;MD compra;80,73;Terciaria subir
2024-01-02 14:00:00;86,95793051203015;MD compra;60,7;Terciaria subir
2024-01-02 14:15:00;86,95793051203015;MD compra;60,7;Terciaria subir
2024-01-02 14:30:00;86,95793051203015;MD compra;60,268;RR subir
2024-01-02 14:45:00;86,95793051203015;MD compra;61,8;Terciaria subir
2024-01-02 15:00:00;84,9972204430548;MD compra;59,9;Terciaria subir
2024-01-02 15:15:00;84,9972204430548;MD compra;61,8;Terciaria subir
2024-01-02 15:30:00;84,9972204430548;MD compra;81,02;Terciaria subir
2024-01-02 15:45:00;84,9972204430548;MD compra;94,65;Terciaria subir
2024-01-02 16:00:00;87,9744433090593;MD compra;85,447;RR subir
2024-01-02 16:15:00;87,9744433090593;MD compra;85,447;RR subir
2024-01-02 16:30:00;87,9744433090593;MD compra;86,86;Terciaria subir
2024-01-02 16:45:00;87,9744433090593;MD compra;85,447;RR subir
2024-01-02 17:00:00;100,04162150102628;MD compra;76,8;Terciaria subir
2024-01-02 17:15:00;100,04162150102628;MD compra;79,63;Terciaria subir
2024-01-02 17:30:00;100,04162150102628;MD compra;76,8;Terciaria subir
2024-01-02 17:45:00;100,04162150102628;MD compra;76,8;Terciaria subir
2024-01-02 18:00:00;123,95606988045131;MD compra;76,0;Terciaria subir
2024-01-02 18:15:00;123,95606988045131;MD compra;76,5;Terciaria subir
2024-01-02 18:30:00;123,95606988045131;MD compra;76,01;Terciaria subir
2024-01-02 18:45:00;123,95606988045131;MD compra;75,7;Terciaria subir
2024-01-02 19:00:00;127,67262876584601;MD compra;68,0;RR subir
2024-01-02 19:15:00;127,67262876584601;MD compra;68,0;RR subir
2024-01-02 19:30:00;127,67262876584601;MD compra;68,0;RR subir
2024-01-02 19:45:00;127,67262876584601;MD compra;75,3;Terciaria subir
2024-01-02 20:00:00;122,17158437453978;MD compra;83,5;Terciaria subir
2024-01-02 20:15:00;122,17158437453978;MD compra;82,74;Terciaria subir
2024-01-02 20:30:00;122,17158437453978;MD compra;78,57;Terciaria subir
2024-01-02 20:45:00;122,17158437453978;MD compra;78,15;RR subir
2024-01-02 21:00:00;0,0;RR bajar;80,99;Terciaria subir
2024-01-02 21:15:00;0,0;RR bajar;74,507;RR subir
2024-01-02 21:30:00;0,0;RR bajar;74,507;RR subir
2024-01-02 21:45:00;0,0;Terciaria bajar;74,507;RR subir
2024-01-02 22:00:00;0,0;RR bajar;58,13;Terciaria subir
2024-01-02 22:15:00;0,0;Terciaria bajar;58,13;RR subir
2024-01-02 22:30:00;0,0;Terciaria bajar;58,13;RR subir
2024-01-02 22:45:00;0,0;Terciaria bajar;58,13;RR subir
2024-01-02 23:00:00;0,0;RR bajar;101,802;RR subir
2024-01-02 23:15:00;0,0;RR bajar;101,802;RR subir
2024-01-02 23:30:00;0,0;RR bajar;101,802;RR subir
2024-01-02 23:45:00;0,0;RR bajar;101,802;RR subir
2024-01-03 00:00:00;0,0;RR bajar;104,64;RR subir
2024-01-03 00:15:00;0,0;RR bajar;104,64;RR subir
2024-01-03 00:30:00;0,0;RR bajar;104,64;RR subir
2024-01-03 00:45:00;0,0;RR bajar;104,64;RR subir
2024-01-03 01:00:00;0,0;RR bajar;104,64;RR subir
2024-01-03 01:15:00;0,0;RR bajar;104,64;RR subir
2024-01-03 01:30:00;0,0;RR bajar;104,64;RR subir
2024-01-03 01:45:00;0,0;RR bajar;104,64;RR subir
2024-01-03 02:00:00;2,1;RR bajar;3,2;MD venta
2024-01-03 02:15:00;2,1;RR bajar;3,2;MD venta
2024-01-03 02:30:00;2,1;RR bajar;3,2;MD venta
2024-01-03 02:45:00;2,1;RR bajar;3,2;MD venta
2024-01-03 03:00:00;0,0;RR bajar;3,2;MD venta
2024-01-03 03:15:00;0,0;RR bajar;3,2;MD venta
2024-01-03 03:30:00;0,0;RR bajar;3,2;MD venta
2024-01-03 03:45:00;0,0;RR bajar;3,2;MD venta
2024-01-03 04:00:00;0,0;RR bajar;8,88;RR subir
2024-01-03 04:15:00;0,0;RR bajar;8,88;RR subir
2024-01-03 04:30:00;0,0;RR bajar;8,88;RR subir
2024-01-03 04:45:00;0,0;RR bajar;8,88;RR subir
2024-01-03 05:00:00;0,0;RR bajar;91,914;RR subir
2024-01-03 05:15:00;0,0;RR bajar;91,914;RR subir
2024-01-03 05:30:00;0,0;RR bajar;91,914;RR subir
2024-01-03 05:45:00;0,0;RR bajar;91,914;RR subir
2024-01-03 06:00:00;0,0;RR bajar;111,576;RR subir
2024-01-03 06:15:00;0,0;RR bajar;111,576;RR subir
2024-01-03 06:30:00;0,0;RR bajar;111,576;RR subir
2024-01-03 06:45:00;0,0;RR bajar;111,576;RR subir
2024-01-03 07:00:00;56,8;Terciaria bajar;82,523;RR subir
2024-01-03 07:15:00;61,92;Terciaria bajar;82,523;RR subir
2024-01-03 07:30:00;66,21283668387893;MD compra;82,523;RR subir
2024-01-03 07:45:00;66,21283668387893;MD compra;82,523;RR subir
2024-01-03 08:00:00;107,52211511164276;MD compra;89,89;Terciaria subir
2024-01-03 08:15:00;107,52211511164276;MD compra;89,5;Terciaria subir
2024-01-03 08:30:00;107,52211511164276;MD compra;89,5;Terciaria subir
2024-01-03 08:45:00;107,52211511164276;MD compra;91,26;Terciaria subir
2024-01-03 09:00:00;131,21369205665897;MD compra;110,517;RR subir
2024-01-03 09:15:00;131,21369205665897;MD compra;110,517;RR subir
2024-01-03 09:30:00;131,21369205665897;MD compra;110,517;RR subir
2024-01-03 09:45:00;131,21369205665897;MD compra;110,517;RR subir
2024-01-03 10:00:00;130,34306898581985;MD compra;102,414;RR subir
2024-01-03 10:15:00;56,8;Terciaria bajar;102,414;RR subir
2024-01-03 10:30:00;56,0;Terciaria bajar;102,414;RR subir
2024-01-03 10:45:00;46,84;Terciaria bajar;102,414;RR subir
2024-01-03 11:00:00;20,0;Terciaria bajar;57,1;MD venta
2024-01-03 11:15:00;39,4;Terciaria bajar;57,1;MD venta
2024-01-03 11:30:00;39,4;Terciaria bajar;57,1;MD venta
2024-01-03 11:45:00;39,4;Terciaria bajar;57,1;MD venta
2024-01-03 12:00:00;19,5;Terciaria bajar;55,0;MD venta
2024-01-03 12:15:00;54,575;RR bajar;55,0;MD venta
2024-01-03 12:30:00;54,575;RR bajar;55,0;MD venta
2024-01-03 12:45:00;54,575;RR bajar;77,11;Terciaria subir
2024-01-03 13:00:00;34,333;RR bajar;101,1;Terciaria subir
2024-01-03 13:15:00;34,333;RR bajar;106,02;Terciaria subir
2024-01-03 13:30:00;34,333;RR bajar;107,78;Terciaria subir
2024-01-03 13:45:00;34,333;RR bajar;107,3;Terciaria subir
2024-01-03 14:00:00;45,461;RR bajar;106,02;Terciaria subir
2024-01-03 14:15:00;45,461;RR bajar;107,3;Terciaria subir
2024-01-03 14:30:00;45,461;RR bajar;109,24;Terciaria subir
2024-01-03 14:45:00;45,461;RR bajar;109,24;Terciaria subir
2024-01-03 15:00:00;41,49;Terciaria bajar;66,03;MD venta
2024-01-03 15:15:00;55,1;Terciaria bajar;66,03;MD venta
2024-01-03 15:30:00;111,40470008446167;MD compra;97,52;Terciaria subir
2024-01-03 15:45:00;111,40470008446167;MD compra;106,02;Terciaria subir
2024-01-03 16:00:00;15,62;Terciaria bajar;67,52;MD venta
2024-01-03 16:15:00;66,142;RR bajar;67,52;MD venta
2024-01-03 16:30:00;66,142;RR bajar;67,52;MD venta
2024-01-03 16:45:00;66,142;RR bajar;67,52;MD venta
2024-01-03 17:00:00;50,0;Terciaria bajar;89,57;MD venta
2024-01-03 17:15:00;50,0;Terciaria bajar;89,57;MD venta
2024-01-03 17:30:00;66,0;Terciaria bajar;89,57;MD venta
2024-01-03 17:45:00;69,42;RR bajar;89,57;MD venta
2024-01-03 18:00:00;39,4;Terciaria bajar;94,2;MD venta
2024-01-03 18:15:00;46,84;Terciaria bajar;94,2;MD venta
2024-01-03 18:30:00;39,4;Terciaria bajar;94,2;MD venta
2024-01-03 18:45:00;41,49;Terciaria bajar;94,2;MD venta
2024-01-03 19:00:00;20,0;Terciaria bajar;104,4;MD venta
2024-01-03 19:15:00;20,0;Terciaria bajar;104,4;MD venta
2024-01-03 19:30:00;20,0;Terciaria bajar;104,4;MD venta
2024-01-03 19:45:00;19,5;Terciaria bajar;104,4;MD venta
2024-01-03 20:00:00;20,0;Terciaria bajar;113,3;MD venta
2024-01-03 20:15:00;19,5;Terciaria bajar;113,3;MD venta
2024-01-03 20:30:00;8,25;Terciaria bajar;113,3;MD venta
2024-01-03 20:45:00;0,0;Terciaria bajar;113,3;MD venta
2024-01-03 21:00:00;28,301;RR bajar;113,3;MD venta
2024-01-03 21:15:00;28,301;RR bajar;113,3;MD venta
2024-01-03 21:30:00;15,99;Terciaria bajar;113,3;MD venta
2024-01-03 21:45:00;5,0;Terciaria bajar;113,3;MD venta
2024-01-03 22:00:00;25,423;RR bajar;94,2;MD venta
2024-01-03 22:15:00;25,423;RR bajar;94,2;MD venta
2024-01-03 22:30:00;25,423;RR bajar;94,2;MD venta
2024-01-03 22:45:00;15,0;Terciaria bajar;94,2;MD venta
2024-01-03 23:00:00;22,498;RR bajar;86,58;MD venta
2024-01-03 23:15:00;22,498;RR bajar;86,58;MD venta
2024-01-03 23:30:00;22,498;RR bajar;86,58;MD venta
2024-01-03 23:45:00;22,498;RR bajar;86,58;MD venta
2024-01-04 00:00:00;18,6;RR bajar;90,39;MD venta
2024-01-04 00:15:00;18,6;RR bajar;90,39;MD venta
2024-01-04 00:30:00;18,6;RR bajar;90,39;MD venta
2024-01-04 00:45:00;18,6;RR bajar;90,39;MD venta
2024-01-04 01:00:00;57,049;RR bajar;87,0;MD venta
2024-01-04 01:15:00;57,049;RR bajar;87,0;MD venta
2024-01-04 01:30:00;57,049;RR bajar;87,0;MD venta
2024-01-04 01:45:00;35,0;Terciaria bajar;87,0;MD venta
2024-01-04 02:00:00;43,49;Terciaria bajar;80,21;MD venta
2024-01-04 02:15:00;53,06;RR bajar;80,21;MD venta
2024-01-04 02:30:00;43,49;Terciaria bajar;80,21;MD venta
2024-01-04 02:45:00;43,49;Terciaria bajar;80,21;MD venta
2024-01-04 03:00:00;43,21;RR bajar;70,1;MD venta
2024-01-04 03:15:00;30,0;Terciaria bajar;70,1;MD venta
2024-01-04 03:30:00;43,21;RR bajar;70,1;MD venta
2024-01-04 03:45:00;39,72;Terciaria bajar;70,1;MD venta
2024-01-04 04:00:00;21,178;RR bajar;66,86;MD venta
2024-01-04 04:15:00;21,178;RR bajar;66,86;MD venta
2024-01-04 04:30:00;21,178;RR bajar;66,86;MD venta
2024-01-04 04:45:00;21,178;RR bajar;66,86;MD venta
2024-01-04 05:00:00;10,279;RR bajar;97,12;RR subir
2024-01-04 05:15:00;10,279;RR bajar;97,12;RR subir
2024-01-04 05:30:00;10,279;RR bajar;97,12;RR subir
2024-01-04 05:45:00;10,279;RR bajar;97,12;RR subir
2024-01-04 06:00:00;35,0;Terciaria bajar;98,05;RR subir
2024-01-04 06:15:00;60,342;RR bajar;98,05;RR subir
2024-01-04 06:30:00;60,342;RR bajar;98,05;RR subir
2024-01-04 06:45:00;60,342;RR bajar;98,05;RR subir
2024-01-04 07:00:00;59,617;RR bajar;94,51;MD venta
2024-01-04 07:15:00;59,617;RR bajar;94,51;MD venta
2024-01-04 07:30:00;59,617;RR bajar;94,51;MD venta
2024-01-04 07:45:00;59,617;RR bajar;94,51;MD venta
2024-01-04 08:00:00;142,5819212861356;MD compra;96,0;MD venta
2024-01-04 08:15:00;142,5819212861356;MD compra;96,0;MD venta
2024-01-04 08:30:00;142,5819212861356;MD compra;96,0;MD venta
2024-01-04 08:45:00;142,5819212861356;MD compra;96,0;MD venta
2024-01-04 09:00:00;163,96318528478045;MD compra;105,1;Terciaria subir
2024-01-04 09:15:00;163,96318528478045;MD compra;106,4;Terciaria subir
2024-01-04 09:30:00;163,96318528478045;MD compra;98,13;MD venta
2024-01-04 09:45:00;163,96318528478045;MD compra;106,4;Terciaria subir
2024-01-04 10:00:00;160,05874951283553;MD compra;105,1;Terciaria subir
2024-01-04 10:15:00;160,05874951283553;MD compra;106,4;Terciaria subir
2024-01-04 10:30:00;160,05874951283553;MD compra;106,7;Terciaria subir
2024-01-04 10:45:00;160,05874951283553;MD compra;106,7;Terciaria subir
2024-01-04 11:00:00;154,97663223757792;MD compra;108,1;RR subir
2024-01-04 11:15:00;154,97663223757792;MD compra;108,4;Terciaria subir
2024-01-04 11:30:00;154,97663223757792;MD compra;108,45;Terciaria subir
2024-01-04 11:45:00;154,97663223757792;MD compra;108,45;Terciaria subir
2024-01-04 12:00:00;153,2566360133745;MD compra;111,91;Terciaria subir
2024-01-04 12:15:00;153,2566360133745;MD compra;109,1;Terciaria subir
2024-01-04 12:30:00;153,2566360133745;MD compra;118,14;Terciaria subir
2024-01-04 12:45:00;153,2566360133745;MD compra;118,14;Terciaria subir
2024-01-04 13:00:00;146,2911903494141;MD compra;116,84;RR subir
2024-01-04 13:15:00;146,2911903494141;MD compra;127,4;Terciaria subir
2024-01-04 13:30:00;146,2911903494141;MD compra;125,0;Terciaria subir
2024-01-04 13:45:00;146,2911903494141;MD compra;125,0;Terciaria subir
2024-01-04 14:00:00;147,13037237105752;MD compra;105,0;RR subir
2024-01-04 14:15:00;147,13037237105752;MD compra;111,91;Terciaria subir
2024-01-04 14:30:00;147,13037237105752;MD compra;117,15;Terciaria subir
2024-01-04 14:45:00;147,13037237105752;MD compra;128,62;Terciaria subir
2024-01-04 15:00:00;155,88035606314153;MD compra;130,87;RR subir
2024-01-04 15:15:00;155,88035606314153;MD compra;130,87;RR subir
2024-01-04 15:30:00;155,88035606314153;MD compra;130,87;RR subir
2024-01-04 15:45:00;71,53;Terciaria bajar;130,87;RR subir
2024-01-04 16:00:00;69,412;RR bajar;99,5;MD venta
2024-01-04 16:15:00;69,412;RR bajar;99,5;MD venta
2024-01-04 16:30:00;69,412;RR bajar;99,5;MD venta
2024-01-04 16:45:00;69,412;RR bajar;99,5;MD venta
2024-01-04 17:00:00;74,244;RR bajar;100,0;MD venta
2024-01-04 17:15:00;74,244;RR bajar;100,0;MD venta
2024-01-04 17:30:00;74,244;RR bajar;100,0;MD venta
2024-01-04 17:45:00;74,244;RR bajar;100,0;MD venta
2024-01-04 18:00:00;71,2;Terciaria bajar;102,6;MD venta
2024-01-04 18:15:00;71,0;Terciaria bajar;102,6;MD venta
2024-01-04 18:30:00;70,6;Terciaria bajar;102,6;MD venta
2024-01-04 18:45:00;70,4;Terciaria bajar;102,6;MD venta
2024-01-04 19:00:00;67,0;Terciaria bajar;104,0;MD venta
2024-01-04 19:15:00;64,01;Terciaria bajar;104,0;MD venta
2024-01-04 19:30:00;71,0;Terciaria bajar;104,0;MD venta
2024-01-04 19:45:00;71,147;RR bajar;104,0;MD venta
2024-01-04 20:00:00;58,666;RR bajar;105,2;MD venta
2024-01-04 20:15:00;58,666;RR bajar;105,2;MD venta
2024-01-04 20:30:00;58,666;RR bajar;105,2;MD venta
2024-01-04 20:45:00;58,666;RR bajar;105,2;MD venta
2024-01-04 21:00:00;43,595;RR bajar;102,4;MD venta
2024-01-04 21:15:00;43,595;RR bajar;102,4;MD venta
2024-01-04 21:30:00;43,595;RR bajar;102,4;MD venta
2024-01-04 21:45:00;43,49;Terciaria bajar;102,4;MD venta
2024-01-04 22:00:00;36,788;RR bajar;99,41;MD venta
2024-01-04 22:15:00;36,788;RR bajar;99,41;MD venta
2024-01-04 22:30:00;36,788;RR bajar;99,41;MD venta
2024-01-04 22:45:00;36,788;RR bajar;99,41;MD venta
2024-01-04 23:00:00;33,2;RR bajar;90,39;MD venta
2024-01-04 23:15:00;33,2;RR bajar;90,39;MD venta
2024-01-04 23:30:00;33,2;RR bajar;90,39;MD venta
2024-01-04 23:45:00;33,2;RR bajar;90,39;MD venta
2024-01-05 00:00:00;41,0;RR bajar;86,7;RR subir
2024-01-05 00:15:00;41,0;RR bajar;86,7;RR subir
2024-01-05 00:30:00;41,0;RR bajar;86,7;RR subir
2024-01-05 00:45:00;41,0;RR bajar;86,7;RR subir
2024-01-05 01:00:00;37,515;RR bajar;80,51;MD venta
2024-01-05 01:15:00;37,515;RR bajar;80,51;MD venta
2024-01-05 01:30:00;37,515;RR bajar;80,51;MD venta
2024-01-05 01:45:00;37,515;RR bajar;80,51;MD venta
2024-01-05 02:00:00;45,0;RR bajar;105,0;Terciaria subir
2024-01-05 02:15:00;45,0;RR bajar;95,0;Terciaria subir
2024-01-05 02:30:00;45,0;RR bajar;87,99;Terciaria subir
2024-01-05 02:45:00;45,0;RR bajar;86,861;RR subir
2024-01-05 03:00:00;96,87524184583893;MD compra;78,0;RR subir
2024-01-05 03:15:00;50,1;Terciaria bajar;78,0;RR subir
2024-01-05 03:30:00;45,0;Terciaria bajar;78,0;RR subir
2024-01-05 03:45:00;96,87524184583893;MD compra;78,0;RR subir
2024-01-05 04:00:00;87,70169961137046;MD compra;90,99;Terciaria subir
